StockCode,Description,TotalUnitsSold,TotalRevenue,ProductPopularityScore
84802B,,-125,0.0,-0.0
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,347,1621.7599999999998,562750.72
22737,RIBBON REEL CHRISTMAS PRESENT,1349,2629.8,3547600.2
84509B,SET OF 4 FAIRY CAKE PLACEMATS,217,806.04,174910.68
22572,ROCKING HORSE GREEN CHRISTMAS,1393,1255.7200000000007,1749217.960000001
21164,HOME SWEET HOME METAL SIGN,1762,5144.1799999999985,9064045.159999996
22458,CAST IRON HOOK GARDEN FORK,523,1421.83,743617.09
84976,RECTANGULAR SHAPED MIRROR,498,435.08999999999986,216674.81999999992
21422,PORCELAIN ROSE SMALL,1603,1291.6,2070434.7999999998
84993A,75 GREEN PETIT FOUR CASES,343,159.69,54773.67
22546,MINI JIGSAW PURDEY,2103,799.9799999999999,1682357.9399999997
90167,BEADED LOVE HEART JEWELLERY SET,10,8.5,85.0
84569D,PACK 6 HEART/ICE-CREAM PATCHES,468,561.87,262955.16
90158,ST TROPEZ NECKLACE,45,224.12000000000006,10085.400000000003
90183B,AMETHYST DROP EARRINGS W LONG BEADS,21,61.07999999999999,1282.6799999999998
22937,BAKING MOULD CHOCOLATE CUPCAKES,937,2473.9899999999975,2318128.6299999976
85136B,BLUE SHARK HELICOPTER,2,15.9,31.8
22888,NUMBER TILE VINTAGE FONT 9,76,124.97999999999996,9498.479999999998
22823,CHEST NATURAL WOOD 20 DRAWERS,24,2745.0,65880.0
23321,SMALL WHITE HEART OF WICKER,4698,8408.920000000006,3.9505106160000026E7
23341,PINK DINER WALL CLOCK,308,2749.8500000000013,846953.8000000004
90048,GREEN WITH METAL BAG CHARM,3,14.850000000000001,44.550000000000004
23240,SET OF 4 KNICK KNACK TINS  DOILEY,6,24.900000000000002,149.4
90200C,,-29,0.0,-0.0
21320,,-23,0.0,-0.0
21733,RED HANGING HEART T-LIGHT HOLDER,7825,23075.790000000034,1.8056805675000027E8
22191,IVORY DINER WALL CLOCK,1108,9317.450000000003,1.0323734600000003E7
22161,HEART DECORATION RUSTIC HANGING,5064,1642.599999999999,8318126.399999995
22515,CHILDS GARDEN SPADE PINK,270,604.7500000000003,163282.5000000001
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,28,104.83999999999997,2935.5199999999995
46000S,POLYESTER FILLER PAD 40x40cm,2582,2192.4000000000005,5660776.800000002
22313,OFFICE MUG WARMER PINK,315,927.3300000000002,292108.95000000007
20699,MOUSEY LONG LEGS SOFT TOY,97,266.03000000000003,25804.910000000003
21700,BIG DOUGHNUT FRIDGE MAGNETS,1690,2304.3399999999997,3894334.5999999996
21987,PACK OF 6 SKULL PAPER CUPS,2100,1338.1999999999994,2810219.9999999986
85124C,GREEN JUICY FRUIT PHOTO FRAME,94,261.89000000000004,24617.660000000003
22525,CHILDRENS GARDEN GLOVES PINK,492,648.97,319293.24
20764,ABSTRACT CIRCLES SKETCHBOOK,144,610.81,87956.63999999998
21311,SET/4 BIRD MIRROR MAGNETS,458,181.04,82916.31999999999
84522,PINK PARTY SUNGLASSES,20,36.76,735.1999999999999
20801,LARGE PINK GLASS SUNDAE DISH,981,1133.8000000000002,1112257.8000000003
16216,LETTER SHAPE PENCIL SHARPENER,3333,234.00000000000003,779922.0000000001
37503,TEA TIME CAKE STAND IN GIFT BOX,-1,-10.75,10.75
82599,?,-290,0.0,-0.0
90092,BLUE CRYSTAL BOOT PHONE CHARM,1,1.66,1.66
72801c,4 ROSE PINK DINNER CANDLES,39,95.94,3741.66
84968d,SET OF 16 VINTAGE RED CUTLERY,3,74.88,224.64
23299,FOOD COVER WITH BEADS SET 2,1004,3742.88,3757851.52
82095,,-5,0.0,-0.0
22769,,-6,0.0,-0.0
22764,,3,0.0,0.0
20823,,-102,0.0,-0.0
21246,,-92,0.0,-0.0
22913,RED COAT RACK PARIS FASHION,348,1653.3500000000004,575365.8000000002
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,12248,28012.47999999986,3.430968550399983E8
21411,GINGHAM HEART  DOORSTOP RED,787,2956.529999999999,2326789.109999999
22499,WOODEN UNION JACK BUNTING,2087,12768.450000000008,2.6647755150000017E7
20757,RED DAISY POCKET BOOK,167,144.29,24096.43
35001G,HAND OPEN SHAPE GOLD,199,681.5899999999999,135636.40999999997
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,45,112.20999999999997,5049.449999999998
22817,CARD SUKI BIRTHDAY,2639,1114.8099999999997,2941983.5899999994
16052,TEATIME PUSH DOWN RUBBER,479,115.29999999999998,55228.69999999999
84989a,75 GREEN FAIRY CAKE CASES,42,87.50999999999998,3675.419999999999
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,33,297.94000000000005,9832.020000000002
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,11,28.049999999999997,308.54999999999995
22285,HANGING HEN ON NEST DECORATION,829,1420.4699999999984,1177569.6299999987
90055,CRACKED GLAZE EARRINGS BROWN,5,12.53,62.65
46000S,Dotcom,-300,0.0,-0.0
85024B,EAU DE NILE JEWELLED PHOTOFRAME,193,289.65,55902.45
84687,BEACH HUT SHELF W 3 DRAWERS,77,480.6300000000001,37008.51000000001
90036B,"\"FLOWER GLASS GARLAND NECKL.36\"\"GREEN\"",4,31.8,127.2
35809A,,-13,0.0,-0.0
21391,,-26,0.0,-0.0
22809,SET OF 6 T-LIGHTS SANTA,1224,3738.799999999998,4576291.199999997
22501,PICNIC BASKET WICKER LARGE,1507,18448.96000000004,2.780258272000006E7
22825,DECORATIVE PLANT POT WITH FRIEZE,71,570.87,40531.77
22471,TV DINNER TRAY AIR HOSTESS,419,1505.0200000000002,630603.3800000001
21195,PINK  HONEYCOMB PAPER BALL,693,1308.5600000000004,906832.0800000003
20697,LITTLE GREEN MONSTER SOFT TOY,21,53.550000000000004,1124.5500000000002
90019B,GOLD M.O.P ORBIT BRACELET,18,96.51999999999998,1737.3599999999997
21100,CHARLIE AND LOLA CHARLOTTE BAG,65,162.20999999999998,10543.649999999998
21078,SET/20 STRAWBERRY PAPER NAPKINS,2780,2540.390000000004,7062284.200000011
35646,VINTAGE BEAD PINK EVENING BAG,619,937.2499999999999,580157.7499999999
22501,reverse 21/5/10 adjustment,-100,0.0,-0.0
79192A,RETRO PLASTIC 70'S TRAY,3,3.75,11.25
23126,DOLLCRAFT GIRL AMELIE KIT,66,294.7,19450.2
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,751,2491.029999999999,1870763.529999999
84705C,PINK FLOCK PHOTO FRAME,12,15.0,180.0
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,3,18.75,56.25
23297,SET 40 HEART SHAPE PETIT FOUR CASES,4277,6749.330000000003,2.886688441000001E7
21898,,-17,0.0,-0.0
84916,,-32,0.0,-0.0
22778,GLASS CLOCHE SMALL,742,2907.8999999999987,2157661.799999999
22837,HOT WATER BOTTLE BABUSHKA,1129,5467.7300000000005,6173067.170000001
16237,SLEEPING CAT ERASERS,4934,1035.9599999999996,5111426.639999998
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,764,2089.6400000000012,1596484.960000001
21124,SET/10 BLUE POLKADOT PARTY CANDLES,3966,4806.8,1.90637688E7
22082,RIBBON REEL STRIPES DESIGN,2693,4683.330000000001,1.2612207690000001E7
21398,RED POLKADOT COFFEE  MUG,1532,729.6000000000003,1117747.2000000004
22072,RED RETROSPOT TEA CUP AND SAUCER,836,2759.9200000000005,2307293.1200000006
22157,ANGEL DECORATION WITH LACE PADDED,212,180.2,38202.399999999994
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,5,21.130000000000003,105.65
22138,BAKING SET 9 PIECE RETROSPOT,4880,23928.620000000104,1.1677166560000052E8
22861,EASTER TIN CHICKS IN GARDEN,305,522.93,159493.65
21455,PAINTED YELLOW WOODEN DAISY,599,505.74000000000007,302938.26000000007
20698,LITTLE PINK MONSTER SOFT TOY,17,43.35,736.95
23185,FRENCH STYLE STORAGE JAR JAM,322,116.29999999999998,37448.59999999999
21620,mystery! Only ever imported 1800,-1479,0.0,-0.0
23160,REGENCY TEA SPOON,1456,1801.98,2623682.88
23032,DOORKNOB CRACKED GLAZE IVORY,180,268.2,48276.0
90112,,2,0.0,0.0
79172D,,-7,0.0,-0.0
21278,,16,0.0,0.0
21160,,-7,0.0,-0.0
22727,ALARM CLOCK BAKELIKE RED,7741,30423.61999999998,2.3550924241999984E8
82486,WOOD S/3 CABINET ANT WHITE FINISH,1379,11687.929999999957,1.6117655469999941E7
85099C,JUMBO  BAG BAROQUE BLACK WHITE,13641,27581.319999999905,3.762367861199987E8
21080,SET/20 RED RETROSPOT PAPER NAPKINS,13195,11304.909999999985,1.491682874499998E8
22338,STAR DECORATION PAINTED ZINC,4662,1222.3999999999994,5698828.799999997
22112,CHOCOLATE HOT WATER BOTTLE,5898,32317.30000000006,1.9060743540000036E8
22297,HEART IVORY TRELLIS SMALL,4171,5468.660000000005,2.280978086000002E7
22947,WOODEN ADVENT CALENDAR RED,740,8641.319999999992,6394576.799999994
22448,PIN CUSHION BABUSHKA RED,201,656.4300000000001,131942.43000000002
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,133,607.2300000000002,80761.59000000003
85034A,3 GARDENIA MORRIS BOXED CANDLES,494,894.3999999999999,441833.5999999999
35970,ZINC FOLKART SLEIGH BELLS,4997,9425.359999999999,4.7098523919999994E7
72128,COLUMBIAN CANDLE ROUND,193,152.05,29345.65
84358,FLOOR LAMP SHADE WOOD BASE,33,312.7,10319.1
90132,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,3,15.16,45.480000000000004
90170,DAISY HAIR BAND,73,120.53000000000003,8798.690000000002
16008,SMALL FOLDING SCISSOR(POINTED EDGE),2892,360.71,1043173.32
22602,RETROSPOT WOODEN HEART DECORATION,2038,1853.9800000000002,3778411.2400000007
21736,Adjustment,34,0.0,0.0
72140F,throw away,-5368,0.0,-0.0
84548,CROCHET BEAR RED/BLUE  KEYRING,22,36.3,798.5999999999999
21830,"MERCHANT CHANDLER CREDIT ERROR, STO",-576,0.0,-0.0
22655,damages/showroom etc,-11,0.0,-0.0
23028,DOORKNOB CRACKED GLAZE BLUE,162,238.5,38637.0
23324,RUSTIC STRAWBERRY JAMPOT LARGE,120,238.56000000000003,28627.200000000004
85126,,-3,0.0,-0.0
85018C,,3,0.0,0.0
84872A,,-16,0.0,-0.0
21504,,-80,0.0,-0.0
20758,,-54,0.0,-0.0
82581,TOILET METAL SIGN,3862,2144.729999999999,8282947.259999997
21890,S/6 WOODEN SKITTLES IN COTTON BAG,1146,3671.0599999999986,4207034.759999998
21586,KINGS CHOICE GIANT TUBE MATCHES,730,1688.7000000000003,1232751.0000000002
22194,BLACK DINER WALL CLOCK,64,608.6899999999999,38956.159999999996
21429,RED GINGHAM ROSE JEWELLERY BOX,1702,3324.850000000002,5658894.700000004
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,463,550.6399999999999,254946.31999999995
21067,VINTAGE RED TEATIME MUG,292,477.2699999999998,139362.83999999994
21671,RED SPOT CERAMIC DRAWER KNOB,4269,5863.73,2.5032263369999997E7
22425,ENAMEL COLANDER CREAM,455,2316.4200000000014,1053971.1000000006
20665,RED RETROSPOT PURSE,461,1546.270000000001,712830.4700000004
20675,BLUE POLKADOT BOWL,3109,3969.370000000002,1.2340771330000008E7
21393,BLUE POLKADOT PUDDING BOWL,29,38.67,1121.43
22636,CHILDS BREAKFAST SET CIRCUS PARADE,567,4769.860000000001,2704510.62
85027L,FRENCH CHATEAU LARGE PLATTER,65,150.75,9798.75
21750,LARGE SKULL WINDMILL,91,209.60999999999999,19074.51
90030B,RED KUKUI COCONUT SEED NECKLACE,122,190.73,23269.059999999998
84631,FRUIT TREE AND BIRDS WALL PLAQUE,38,324.6799999999999,12337.839999999997
22286,"DECORATION , WOBBLY RABBIT , METAL",319,560.9300000000001,178936.67
90179A,AMBER FINE BEAD NECKLACE W TASSEL,6,35.31,211.86
90144,SILVER DROP EARRINGS WITH FLOWER,18,67.36,1212.48
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,104,775.8399999999996,80687.35999999996
22287,DECORATION WOBBLY CHICKEN,548,314.46000000000004,172324.08000000002
21398,damages,-9,0.0,-0.0
23088,ZINC HEART FLOWER T-LIGHT HOLDER,795,1033.2799999999997,821457.5999999997
23197,VEGETABLE MAGNETIC  SHOPPING LIST,36,49.8,1792.8
21351,damaged,-220,0.0,-0.0
84306,,-2,0.0,-0.0
37477D,,-9,0.0,-0.0
44091A,,-4,0.0,-0.0
22656,,-2,0.0,-0.0
84596J,,67,0.0,0.0
21781,,-2,0.0,-0.0
22768,FAMILY PHOTO FRAME CORNICE,832,7913.240000000003,6583815.6800000025
22834,HAND WARMER BABUSHKA DESIGN,4767,6830.179999999997,3.2559468059999984E7
22358,KINGS CHOICE TEA CADDY,692,2533.5200000000004,1753195.8400000003
21098,CHRISTMAS TOILET ROLL,3692,5051.850000000001,1.8651430200000003E7
22822,CREAM WALL PLANTER HEART SHAPED,432,2576.8000000000043,1113177.600000002
35095A,BLUE VICTORIAN FABRIC OVAL BOX,925,388.57000000000016,359427.2500000002
21629,SQUARE FLOOR CUSHION VINTAGE RED,73,687.9499999999999,50220.35
22524,CHILDRENS GARDEN GLOVES BLUE,648,883.1999999999999,572313.6
21902,"KEY FOB , FRONT  DOOR",1966,1264.9699999999996,2486931.019999999
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,564,477.96000000000004,269569.44
72803b,OCEAN SCENT CANDLE JEWELLED DRAWER,1,8.47,8.47
84531B,BLUE KNITTED EGG COSY,156,87.56000000000003,13659.360000000004
35916A,YELLOW FELT HANGING HEART W FLOWER,87,67.39,5862.93
22230,JIGSAW TREE WITH WATERING CAN,1032,467.3900000000001,482346.4800000001
85211,S/4 GROOVY CAT MAGNETS,147,173.57999999999998,25516.26
20830,SILVER PHOTO FRAME,135,407.7300000000001,55043.55000000001
21194,PINK  HONEYCOMB PAPER FAN,489,551.5699999999999,269717.73
84907,PINK YELLOW PATCH CUSHION COVER,29,180.93,5246.97
17136A,BLUE STONES ON WIRE FOR CANDLE,404,33.75,13635.0
84997d,CHILDRENS CUTLERY POLKADOT PINK,285,2372.329999999999,676114.0499999997
23254,CHILDRENS CUTLERY DOLLY GIRL,1654,6699.759999999994,1.108140303999999E7
23203,JUMBO BAG DOILEY PATTERNS,8873,17227.08999999994,1.5285596956999946E8
23170,REGENCY TEA PLATE ROSES,6151,10070.750000000013,6.194518325000008E7
22857,sold as set on dotcom,-48,0.0,-0.0
23338,EGG FRYING PAN RED,425,902.9200000000001,383741.00000000006
23574,PACKING CHARGE,12,90.0,1080.0
82605,,2,0.0,0.0
84801B,,-44,0.0,-0.0
47589,,1,0.0,0.0
21576,LETS GO SHOPPING COTTON TOTE BAG,252,585.3399999999999,147505.68
22076,6 RIBBONS EMPIRE,1260,1669.5299999999993,2103607.799999999
22757,LARGE RED BABUSHKA NOTEBOOK,1096,1167.74,1279843.04
90161A,ANT COPPER RED BOUDICCA BRACELET,24,119.91000000000001,2877.84
21207,SKULL AND CROSSBONES  GARLAND,1068,1686.4999999999986,1801181.9999999986
37448,CERAMIC CAKE DESIGN SPOTTED MUG,1411,2147.030000000002,3029459.330000003
22283,6 EGG HOUSE PAINTED WOOD,297,2710.5300000000007,805027.4100000001
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,2,3.32,6.64
84212,"\"ASSORTED FLOWER COLOUR \"\"LEIS\"\"\"",10315,4934.869999999998,5.090318404999998E7
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1932,696.7999999999998,1346217.5999999996
AMAZONFEE,AMAZON FEE,-30,-221520.5,6645615.0
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,30,304.11,9123.300000000001
16054,POPART RECT PENCIL SHARPENER ASST,1058,127.55999999999999,134958.47999999998
84313C,ORANGE TV TRAY TABLE,504,1165.91,587618.64
gift_0001_50,Dotcomgiftshop Gift Voucher £50.00,4,167.56,670.24
21412,VINTAGE GOLD TINSEL REEL,-6,-2.52,15.120000000000001
85206B,PINK FELT EASTER EGG BASKET,14,23.099999999999998,323.4
23089,GLASS BON BON JAR,2340,4192.079999999998,9809467.199999996
23001,TRAVEL CARD WALLET DOTCOMGIFTSHOP,200,0.0,0.0
20892,,-34,0.0,-0.0
22830,,1,0.0,0.0
35645,,21,0.0,0.0
84846A,,-8,0.0,-0.0
21907,I'M ON HOLIDAY METAL SIGN,2360,5004.0799999999945,1.1809628799999988E7
72799E,IVORY PILLAR CANDLE SILVER FLOCK,446,902.2400000000002,402399.0400000001
21846,PINK DIAMANTE PEN IN GIFT BOX,412,1147.57,472798.83999999997
70006,LOVE HEART POCKET WARMER,2703,1865.6299999999997,5042797.889999999
84663A,GRASS HOPPER WOODEN WALL CLOCK,267,365.01,97457.67
21392,RED POLKADOT PUDDING BOWL,34,46.39000000000001,1577.2600000000002
21925,UNION STRIPE CUSHION COVER,397,496.25,197011.25
90010B,BLACK/WHITE GLASS/SILVER BRACELET,11,100.09,1100.99
21680,WOODLAND  STICKERS,868,786.3099999999997,682517.0799999997
16202E,BLACK PHOTO ALBUM,14,1.9500000000000002,27.300000000000004
16206B,RED PURSE WITH PINK HEART,7,8.75,61.25
35922,EASTER BUNNY WREATH,28,138.6,3880.7999999999997
21811,HANGING HEART WITH BELL,4572,2357.330000000002,1.0777712760000011E7
84723,CHERRY BLOSSOM CANVAS ART PICTURE,41,97.95000000000002,4015.9500000000007
44265,M/COLOUR POM-POM CURTAIN,2,8.5,17.0
23158,SET OF 5 LUCKY CAT MAGNETS,2575,5393.19000000001,1.3887464250000024E7
23169,CLASSIC GLASS COOKIE JAR,1352,5812.5400000000045,7858554.080000006
23266,SET OF 3 WOODEN STOCKING DECORATION,2052,2742.5700000000024,5627753.640000005
23020,GLASS  SONGBIRD STORAGE JAR,163,1991.49,324612.87
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1709,2586.6500000000015,4420584.850000002
84562A,,-2,0.0,-0.0
20738,,-36,0.0,-0.0
77101A,,-83,0.0,-0.0
22180,RETROSPOT LAMP,314,3366.6900000000014,1057140.6600000004
21192,WHITE BELL HONEYCOMB PAPER,1093,1924.94,2103959.42
85176,SEWING SUSAN 21 NEEDLE SET,917,879.6199999999994,806611.5399999995
21147,JINGLE BELLS TREE DECORATION,203,415.7699999999999,84401.30999999998
84856L,LARGE TAHITI BEACH BAG,2,17.82,35.64
16046,TEATIME PEN CASE & PENS,68,57.800000000000004,3930.4
79164,BLACK WINE GLASS,1669,695.0100000000001,1159971.6900000002
15056p,EDWARDIAN PARASOL PINK,33,412.4800000000001,13611.840000000002
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,139,163.29999999999998,22698.699999999997
22106,MIRROR MOSAIC HURRICANE LAMP,228,741.6299999999999,169091.63999999998
35651,VINTAGE BEAD PINK SCARF,439,966.0399999999996,424091.5599999998
37482P,CUBIC MUG PINK POLKADOT,506,354.02999999999986,179139.17999999993
22933,BAKING MOULD EASTER EGG MILK CHOC,784,2248.12,1762526.0799999998
85032C,CURIOUS IMAGES GIFT WRAP SET,673,712.04,479202.92
84510a,SET OF 4 ENGLISH ROSE COASTERS,53,130.4799999999999,6915.439999999995
84748,FOLK FELT HANGING MULTICOL GARLAND,208,585.86,121858.88
84611B,thrown away,-1430,0.0,-0.0
23187,FRENCH STYLE STORAGE JAR BONBONS,2301,678.5700000000002,1561389.5700000003
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,27,10.260000000000002,277.02000000000004
23251,VINTAGE RED ENAMEL TRIM MUG,1643,2019.5000000000002,3318038.5000000005
23113,Damaged,-1440,0.0,-0.0
84865,damaged,-7,0.0,-0.0
23438,RED SPOT GIFT BAG LARGE,1727,2107.42,3639514.3400000003
23189,SET OF 12 FORK CANDLES,1248,3504.6199999999963,4373765.759999995
21651,,64,0.0,0.0
85086A,,-30,0.0,-0.0
21485,RETROSPOT HEART HOT WATER BOTTLE,3513,17609.53000000004,6.1862278890000135E7
21065,BOOM BOX SPEAKER GIRLS,564,1172.48,661278.72
21818,GLITTER CHRISTMAS HEART,270,233.51999999999995,63050.39999999999
90206C,CRYSTAL DIAMANTE STAR BROOCH,46,229.68000000000012,10565.280000000006
16012,FOOD/DRINK SPONGE STICKERS,1244,261.23999999999995,324982.55999999994
22167,OVAL WALL MIRROR DIAMANTE,233,2351.32,547857.56
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,334,619.8199999999999,207019.87999999998
21828,EIGHT PIECE SNAKE  SET,333,439.54,146366.82
84030e,ENGLISH ROSE HOT WATER BOTTLE,108,877.76,94798.08
84569A,PACK 3 IRON ON DOG PATCHES,294,355.84,104616.95999999999
21316,SMALL CHUNKY GLASS ROMAN  BOWL,159,214.73000000000002,34142.07
85194L,HANGING SPRING FLOWER EGG LARGE,920,799.94,735944.8
85023B,EAU DE NILE JEWELLED PHOTOFRAME,32,81.6,2611.2
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",235,43.65,10257.75
21973,,140,0.0,0.0
21169,,-70,0.0,-0.0
82567,"AIRLINE LOUNGE,METAL SIGN",713,1412.27,1006948.51
21122,SET/10 PINK POLKADOT PARTY CANDLES,5282,6434.790000000001,3.398856078E7
22384,LUNCH BAG PINK POLKADOT,10363,17198.989999999976,1.7823313336999977E8
22630,DOLLY GIRL LUNCH BOX,11518,21156.489999999918,2.4368045181999907E8
22472,TV DINNER TRAY DOLLY GIRL,321,1527.0100000000007,490170.2100000002
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,10454,8657.169999999991,9.05020551799999E7
22688,DOORMAT PEACE ON EARTH BLUE,705,3519.66,2481360.3
21982,PACK OF 12 SUKI TISSUES,7611,2303.750000000001,1.7533841250000007E7
22675,FRENCH KITCHEN SIGN BLUE METAL,1216,1525.16,1854594.56
84360,TABLE LAMP WHITE SHADE WOOD BASE,78,434.12,33861.36
22420,LIPSTICK PEN BABY PINK,1334,611.72,816034.48
21472,LADYBIRD + BEE RAFFIA FOOD COVER,123,476.41,58598.43
21042,RED RETROSPOT APRON,329,2171.0699999999997,714282.0299999999
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,266,1031.69,274429.54000000004
20798,CLEAR MILKSHAKE GLASS,32,69.00000000000001,2208.0000000000005
22343,PARTY PIZZA DISH RED RETROSPOT,1959,858.5999999999999,1681997.4
21187,WHITE BELL HONEYCOMB PAPER GARLAND,371,651.75,241799.25
21459,YELLOW EASTER EGG HUNT START POST,68,134.78,9165.04
37468,HARDMAN MUG 3 ASSORTED,65,32.42,2107.3
90029,NEW BAROQUE SMALL NECKLACE BLACK,5,42.14,210.7
90026A,GLASS BEAD HOOP NECKLACE BLACK,2,17.0,34.0
84840,,-6,0.0,-0.0
84689,,5,0.0,0.0
79063C,,320,0.0,0.0
22021,,-20,0.0,-0.0
21547,,-12,0.0,-0.0
90035A,,-9,0.0,-0.0
22748,POPPY'S PLAYHOUSE KITCHEN,2108,4861.929999999993,1.0248948439999985E7
22783,SET 3 WICKER OVAL BASKETS W LIDS,463,5961.25,2760058.75
84378,SET OF 3 HEART COOKIE CUTTERS,6278,8450.900000000005,5.305475020000003E7
20685,DOORMAT RED RETROSPOT,4027,27621.32000000002,1.1123105564000009E8
85019C,CURIOUS  IMAGES NOTEBOOK SET,170,219.72,37352.4
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2117,11329.059999999996,2.3983620019999992E7
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,407,1029.4099999999994,418969.86999999976
21683,MEDIUM MEDINA STAMPED METAL BOWL,310,948.7,294097.0
21389,IVORY HANGING DECORATION  BIRD,1115,965.9300000000001,1077011.9500000002
35833G,damages,-43,0.0,-0.0
85188B,PINK METAL SWINGING BUNNY,78,68.7,5358.6
22963,JAM JAR WITH BLUE LID,24,17.28,414.72
47518f,ICON PLACEMAT POP ART ELVIS,5,20.729999999999997,103.64999999999998
22996,TRAVEL CARD WALLET VINTAGE TICKET,4787,2089.0500000000006,1.0000282350000003E7
35910B,PINK FLOWERS RABBIT EASTER,13,25.349999999999998,329.54999999999995
23078,ICE CREAM PEN LIP GLOSS,6783,8493.34,5.761032522E7
72799F,,-51,0.0,-0.0
16248B,,2,0.0,0.0
21518,,-31,0.0,-0.0
35970,,-217,0.0,-0.0
22163,,-90,0.0,-0.0
22196,SMALL HEART MEASURING SPOONS,2824,2735.1300000000056,7724007.120000016
20982,12 PENCILS TALL TUBE SKULLS,2152,1881.5200000000018,4049031.0400000038
35095B,RED VICTORIAN FABRIC OVAL BOX,862,352.2500000000002,303639.5000000002
85032D,YULETIDE IMAGES GIFT WRAP SET,675,553.54,373639.5
84912B,GREEN ROSE WASHBAG,324,1136.6,368258.39999999997
22426,ENAMEL WASH BOWL CREAM,734,2813.96,2065446.6400000001
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,806,1174.629999999999,946751.7799999992
90130B,TURQ STONE/CRYSTAL EARRINGS,39,113.96999999999998,4444.829999999999
84247E,PACK/12 XMAS FUN CARD,35,103.25000000000003,3613.750000000001
22257,FELT FARM ANIMAL SHEEP,373,280.42,104596.66
23209,LUNCH BAG DOILEY PATTERN,6552,10503.839999999997,6.882115967999998E7
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4688,22968.620000000003,1.0767689056000002E8
85232D,mix up with c,-118,0.0,-0.0
84952C,,-19,0.0,-0.0
84459B,,10,0.0,0.0
84912A,,72,0.0,0.0
21825,,-14,0.0,-0.0
84873A,,5,0.0,0.0
22060,,-16,0.0,-0.0
21318,,-62,0.0,-0.0
16049,,43,0.0,0.0
84709B,,6,0.0,0.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,873,2296.9399999999996,2005228.6199999996
84558A,3D DOG PICTURE PLAYING CARDS,336,996.2599999999999,334743.36
84559A,3D SHEET OF DOG STICKERS,397,375.60999999999973,149117.1699999999
22070,SMALL RED RETROSPOT MUG IN BOX,653,2021.6100000000004,1320111.3300000003
84539,KNITTED RABBIT DOLL,26,42.9,1115.3999999999999
20716,PARTY FOOD SHOPPER BAG,400,469.6299999999999,187851.99999999994
DCGS0003,BOXED GLASS ASHTRAY,4,9.94,39.76
85180A,RED HEARTS LIGHT CHAIN,497,1014.7599999999999,504335.7199999999
90064A,WHITE VINTAGE CRYSTAL EARRINGS,10,38.7,387.0
21272,?,-212,0.0,-0.0
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,392,745.76,292337.92
85049B,,4,0.0,0.0
35650,,-24,0.0,-0.0
46775D,,-9,0.0,-0.0
84750B,,-4,0.0,-0.0
22502,,79,0.0,0.0
47580,TEA TIME DES TEA COSY,378,1091.2199999999996,412481.15999999986
22260,FELT EGG COSY BLUE RABBIT,548,574.0399999999997,314573.91999999987
20832,RED FLOCK LOVE HEART PHOTO FRAME,1090,581.18,633486.2
22443,GROW YOUR OWN HERBS SET OF 3,163,1383.7900000000002,225557.77000000002
22628,PICNIC BOXES SET OF 3 RETROSPOT,945,4521.910000000005,4273204.950000005
90175A,WHITE GLASS CHUNKY CHARM BRACELET,27,245.63000000000002,6632.01
21403,BLUE EGG  SPOON,1857,322.1799999999999,598288.2599999998
20618,QUEEN OF THE SKIES PASSPORT COVER,148,286.38999999999993,42385.71999999999
90128D,PURPLE LEAVES AND BEADS PHONE CHAR,2,4.97,9.94
22879,NUMBER TILE VINTAGE FONT 0,70,102.46,7172.2
90012B,BLACK DROP CRYSTAL NECKLACE,13,45.35000000000001,589.5500000000001
84926E,FLOWERS TILE COASTER,992,334.75999999999993,332081.9199999999
79331,PINK FLOCK GLASS CANDLEHOLDER,26,17.5,455.0
