features,label,prediction
"[1.0,1.0,13.0]",4,15.551069932142356
"[12.0,1.0,1.0]",4,15.172200419228224
"[4.0,12.0,1.0]",3,15.603861652990265
"[6.0,12.0,8.0]",5,16.621926462245625
"[5.0,6.0,12.0]",4,16.352061836716356
"[14.0,3.0,4.0]",4,15.932971567218544
"[6.0,2.0,1.0]",12,14.712115540390577
"[4.0,1.0,1.0]",4,14.414601122541857
"[18.0,13.0,3.0]",1,17.274536440178185
"[5.0,1.0,3.0]",2,14.7460624589373
"[3.0,12.0,4.0]",1,15.86430387736894
"[2.0,3.0,1.0]",3,14.44143048572452
"[9.0,4.0,4.0]",1,15.567586600466692
"[1.0,9.0,4.0]",2,15.350560272165964
"[1.0,5.0,2.0]",4,14.681340473147804
"[1.0,4.0,6.0]",11,15.046748728089973
"[1.0,11.0,1.0]",3,15.211647323055749
"[4.0,4.0,5.0]",10,15.212467752192536
"[1.0,5.0,12.0]",7,15.865147594696044
"[1.0,7.0,1.0]",4,14.779188948347237
"[2.0,1.0,3.0]",6,14.461962722679912
"[5.0,2.0,3.0]",4,14.854177052614428
"[12.0,4.0,1.0]",2,15.496544200259608
"[2.0,3.0,2.0]",8,14.559811197879345
"[9.0,5.0,8.0]",2,16.149224042763116
"[4.0,1.0,1.0]",1,14.414601122541857
"[24.0,13.0,6.0]",6,18.19787804915743
"[5.0,6.0,24.0]",2,17.772630382574242
"[2.0,5.0,6.0]",12,15.249563233852896
"[12.0,2.0,5.0]",24,15.753837861524648
"[49.0,2.0,1.0]",7,18.784211760079803
"[2.0,7.0,48.0]",1,20.43778233170976
"[50.0,1.0,1.0]",3,18.77079707848847
"[3.0,50.0,1.0]",1,19.61751630063533
"[3.0,54.0,15.0]",19,21.70730464551138
"[6.0,21.0,6.0]",24,17.358196381030126
"[13.0,8.0,22.0]",11,18.509697442305217
"[6.0,27.0,8.0]",13,18.243645367402543
"[6.0,13.0,6.0]",46,16.493279631613103
"[46.0,6.0,13.0]",3,20.353138944388814
"[14.0,17.0,3.0]",18,17.328195166543512
"[8.0,10.0,18.0]",1,17.7789042206112
"[9.0,2.0,18.0]",14,17.008687383279973
"[66.0,14.0,12.0]",1,22.993673223366933
"[6.0,6.0,2.0]",5,15.262954627253912
"[9.0,6.0,5.0]",1,15.902196499975773
"[6.0,12.0,61.0]",1,22.896104206451295
"[7.0,12.0,48.0]",8,21.451854860524378
"[1.0,2.0,8.0]",6,15.067280965045365
"[5.0,6.0,1.0]",6,15.049874003013292
"[6.0,6.0,12.0]",1,16.446761748802153
"[13.0,1.0,6.0]",1,15.85880389208814
"[12.0,2.0,1.0]",1,15.280315012905351
"[1.0,6.0,1.0]",8,14.67107435467011
"[6.0,8.0,1.0]",1,15.360803102453344
"[1.0,6.0,8.0]",1,15.499739339753877
"[1.0,1.0,96.0]",6,25.376669040992745
"[1.0,2.0,13.0]",1,15.659184525819484
"[1.0,1.0,3.0]",1,14.367262810594116
"[1.0,1.0,1.0]",1,14.130501386284468
"[2.0,2.0,6.0]",12,14.925219452821512
"[6.0,2.0,4.0]",3,15.067257676855048
"[3.0,6.0,2.0]",1,14.978854890996525
"[1.0,3.0,6.0]",1,14.938634134412844
"[8.0,12.0,6.0]",2,16.574564862107568
"[6.0,54.0,6.0]",2,20.92597797237535
"[24.0,12.0,6.0]",4,18.089763455480302
"[4.0,4.0,24.0]",6,17.46170128313419
"[54.0,9.0,1.0]",3,20.01451347624868
"[25.0,3.0,54.0]",1,22.8937062079035
"[26.0,1.0,25.0]",6,19.339136280145144
"[6.0,26.0,1.0]",36,17.306865788641648
"[7.0,22.0,18.0]",18,18.98157943265094
"[49.0,25.0,6.0]",8,21.862750975427865
"[3.0,36.0,6.0]",7,18.69581554992966
"[10.0,2.0,16.0]",22,16.86662587105612
"[2.0,13.0,6.0]",10,16.11447998326992
"[13.0,10.0,2.0]",13,16.358312386562996
"[13.0,13.0,10.0]",13,17.62970186483297
"[12.0,30.0,13.0]",8,19.728092181722822
"[8.0,12.0,30.0]",2,19.415701953823344
"[12.0,1.0,7.0]",7,15.882484692157167
"[6.0,7.0,12.0]",6,16.55487634247928
"[6.0,6.0,6.0]",6,15.736477475873208
"[1.0,1.0,6.0]",1,14.722404947058589
"[1.0,1.0,1.0]",6,14.130501386284468
"[6.0,1.0,1.0]",6,14.604000946713448
"[2.0,6.0,6.0]",4,15.357677827530024
"[2.0,5.0,6.0]",12,15.249563233852896
"[12.0,2.0,5.0]",6,15.753837861524648
"[1.0,2.0,6.0]",48,14.830519540735716
"[48.0,1.0,2.0]",6,18.699777966471704
"[14.0,18.0,3.0]",6,17.436309760220638
"[12.0,21.0,6.0]",2,17.926395853544904
"[12.0,6.0,1.0]",6,15.712773387613865
"[6.0,12.0,6.0]",4,16.385165037935977
"[2.0,4.0,6.0]",1,15.141448640175769
"[7.0,6.0,1.0]",11,15.239273827184885
"[11.0,7.0,6.0]",3,16.318091629979318
"[3.0,2.0,36.0]",1,18.571340729552027
"[50.0,14.0,1.0]",2,20.176286796291134
"[4.0,30.0,7.0]",6,18.260208612107512
"[11.0,15.0,10.0]",24,17.656531228015638
"[16.0,6.0,3.0]",6,16.328334460266696
"[3.0,8.0,4.0]",9,15.431845502660428
"[6.0,9.0,3.0]",18,15.70567912044012
"[7.0,3.0,18.0]",10,16.927402152785508
"[10.0,7.0,3.0]",62,15.868249581429048
"[21.0,62.0,10.0]",14,23.68491625169861
"[12.0,6.0,12.0]",6,17.014961221316927
"[2.0,1.0,6.0]",6,14.817104859144385
"[1.0,1.0,13.0]",3,15.551069932142356
"[6.0,7.0,3.0]",2,15.489449933085865
"[2.0,1.0,2.0]",48,14.343582010525088
"[48.0,2.0,1.0]",4,18.689511847994005
"[4.0,48.0,2.0]",6,19.614367737521697
"[6.0,6.0,4.0]",6,15.49971605156356
"[7.0,18.0,1.0]",24,16.53664895131042
"[1.0,3.0,24.0]",6,17.069486953199675
"[6.0,1.0,3.0]",1,14.840762371023096
"[1.0,1.0,6.0]",1,14.722404947058589
"[1.0,1.0,1.0]",13,14.130501386284468
"[1.0,4.0,5.0]",1,14.928368015935149
"[1.0,1.0,1.0]",96,14.130501386284468
"[7.0,3.0,96.0]",7,26.161097700861777
"[16.0,8.0,2.0]",3,16.426182935466127
"[11.0,32.0,8.0]",8,19.257717896217162
"[11.0,8.0,11.0]",8,17.018109784430564
"[1.0,16.0,8.0]",2,16.580885276525155
"[2.0,1.0,16.0]",1,16.000911980692624
"[8.0,6.0,73.0]",3,23.857385014418007
"[10.0,1.0,3.0]",1,15.21956201936628
"[1.0,10.0,1.0]",1,15.103532729378621
"[6.0,2.0,1.0]",4,14.712115540390577
"[4.0,6.0,2.0]",1,15.07355480308232
"[4.0,12.0,2.0]",8,15.722242365145089
"[8.0,4.0,12.0]",8,16.41993238561949
"[8.0,8.0,8.0]",1,16.378867911708703
"[4.0,8.0,3.0]",8,15.4081647025914
"[8.0,4.0,8.0]",6,15.946409537000193
"[6.0,8.0,4.0]",1,15.715945238917817
"[1.0,6.0,8.0]",1,15.499739339753877
"[5.0,3.0,2.0]",1,14.843910934136733
"[3.0,16.0,1.0]",1,15.94162011561298
"[8.0,8.0,1.0]",2,15.550202926624936
"[10.0,10.0,30.0]",20,19.38887259064068
"[10.0,20.0,20.0]",9,19.286211405863718
"[9.0,10.0,20.0]",20,18.110365557006645
"[60.0,20.0,30.0]",20,25.20501413170176
"[10.0,20.0,60.0]",10,24.021439892056677
"[10.0,10.0,20.0]",21,18.20506546909244
"[21.0,10.0,10.0]",30,18.062957380487955
"[20.0,21.0,20.0]",10,20.341325120398807
"[62.0,110.0,20.0]",10,33.94092026526663
"[20.0,11.0,25.0]",42,19.85208274440165
"[42.0,20.0,11.0]",3,21.251182183215775
"[34.0,11.0,20.0]",6,20.58597795282867
"[10.0,20.0,6.0]",30,17.628881435696183
"[30.0,10.0,20.0]",10,20.09906371080836
"[16.0,10.0,30.0]",22,19.957072063155454
"[2.0,10.0,22.0]",1,17.68422759671572
"[41.0,10.0,1.0]",20,18.89152921281046
"[20.0,41.0,10.0]",2,21.319809872393126
"[11.0,20.0,20.0]",3,19.380911317949515
"[20.0,5.0,10.0]",20,17.427684500016518
"[20.0,20.0,5.0]",4,18.45749984439932
"[4.0,20.0,26.0]",40,19.428296206277885
"[40.0,4.0,20.0]",10,20.39737526960355
"[3.0,10.0,40.0]",4,19.909780327588347
"[2.0,20.0,4.0]",73,16.63452071470017
"[10.0,73.0,2.0]",2,22.88543205196467
"[22.0,10.0,43.0]",25,22.064220793682942
"[25.0,22.0,10.0]",1,19.739132152956675
"[1.0,50.0,40.0]",21,24.044964250501874
"[20.0,1.0,20.0]",20,18.17903324685625
"[50.0,20.0,20.0]",200,23.074207889295558
"[20.0,200.0,50.0]",40,43.24525875324943
"[3.0,20.0,40.0]",22,20.990926264359626
"[10.0,22.0,3.0]",20,17.48996848658597
"[20.0,10.0,22.0]",1,19.388826014260047
"[40.0,1.0,20.0]",20,20.073031488572166
"[1.0,5.0,20.0]",31,16.812193291934637
"[10.0,22.0,24.0]",41,19.975963441837273
"[2.0,20.0,50.0]",1,22.08003347382207
"[1.0,1.0,2.0]",40,14.248882098439292
"[40.0,1.0,1.0]",20,17.82379795763051
"[1.0,3.0,4.0]",24,14.701872710103196
"[1.0,6.0,60.0]",20,21.655536371804722
"[10.0,20.0,20.0]",20,19.286211405863718
"[11.0,1.0,4.0]",20,15.4326426436069
"[20.0,11.0,1.0]",20,17.010945652685873
"[2.0,1.0,1.0]",26,14.225201298370266
"[10.0,3.0,1.0]",10,15.19902978241089
"[20.0,1.0,60.0]",20,22.914261733049205
"[45.0,1.0,20.0]",6,20.546531049001146
"[1.0,1.0,32.0]",10,17.800303463084013
"[5.0,20.0,41.0]",1,21.29870680068604
"[12.0,10.0,2.0]",5,16.2636124744772
"[9.0,5.0,12.0]",1,16.622746891382413
"[1.0,9.0,5.0]",17,15.468940984320788
"[10.0,20.0,10.0]",10,18.10240428431548
"[20.0,10.0,10.0]",2,17.968257468402157
"[10.0,10.0,20.0]",1,18.20506546909244
"[1.0,10.0,10.0]",1,16.168959138772035
"[10.0,2.0,1.0]",4,15.09091518873376
"[3.0,2.0,5.0]",3,14.901538652752485
"[11.0,2.0,3.0]",2,15.422376525129204
"[1.0,10.0,2.0]",52,15.221913441533445
"[1.0,2.0,24.0]",1,16.96137235952255
"[1.0,3.0,24.0]",14,17.069486953199675
"[20.0,50.0,14.0]",2,22.766364064106575
"[2.0,20.0,50.0]",10,22.08003347382207
"[12.0,10.0,1.0]",10,16.145231762322375
"[4.0,10.0,12.0]",6,16.689820299339072
"[4.0,24.0,6.0]",49,17.49314033788992
"[49.0,4.0,24.0]",24,21.72319732699501
"[24.0,30.0,24.0]",12,22.166678960455435
"[24.0,1.0,12.0]",24,17.61078719796084
"[24.0,10.0,24.0]",28,20.004387086912878
"[28.0,24.0,10.0]",6,20.23946107656832
"[24.0,3.0,1.0]",43,16.524828551612032
"[24.0,30.0,43.0]",3,24.415912491397094
"[2.0,26.0,25.0]",34,19.769203232014238
"[3.0,3.0,34.0]",3,18.442693898919508
"[3.0,3.0,3.0]",2,14.772891822119965
"[1.0,1.0,3.0]",24,14.367262810594116
"[24.0,1.0,1.0]",1,16.308599364257777
"[6.0,5.0,8.0]",8,15.865124306505727
"[1.0,8.0,6.0]",10,15.479207102798485
"[10.0,8.0,10.0]",13,16.805029160189946
"[13.0,10.0,8.0]",40,17.068596659491938
"[26.0,2.0,40.0]",13,21.222961556144632
"[32.0,13.0,26.0]",11,21.32309158894028
"[22.0,20.0,31.0]",10,21.724798184596334
"[10.0,22.0,20.0]",10,19.502440593217976
"[41.0,22.0,10.0]",20,21.25433074632941
"[20.0,41.0,22.0]",1202,22.740378418251012
"[60.0,1202.0,20.0]",20,151.8126567365188
"[111.0,26.0,20.0]",12,29.49959008859188
"[12.0,111.0,26.0]",1200,30.0243235275829
"[1200.0,12.0,111.0]",40,141.8868348446329
"[40.0,1200.0,12.0]",10,148.75538361021003
"[49.0,20.0,6.0]",40,21.322178007042226
"[40.0,49.0,20.0]",1201,25.26253198507431
"[42.0,6.0,71.0]",6,26.84042060102542
"[6.0,42.0,6.0]",20,19.628602848249816
"[20.0,6.0,42.0]",57,21.323981882648013
"[62.0,10.0,20.0]",40,23.129460897553827
"[3.0,20.0,10.0]",20,17.43950489971491
"[10.0,20.0,2.0]",1,17.155358587076886
"[1.0,10.0,20.0]",10,17.352766260320276
"[1.0,20.0,3.0]",6,16.421440090459548
"[40.0,20.0,6.0]",20,20.469878798270063
"[20.0,3.0,10.0]",6,17.211455312662263
"[20.0,3.0,3.0]",10,16.382790327578498
"[6.0,20.0,30.0]",10,20.091218879068776
"[24.0,10.0,6.0]",21,17.873534268126047
"[20.0,20.0,93.0]",10,28.875002514023826
"[10.0,20.0,20.0]",10,19.286211405863718
"[49.0,20.0,1.0]",9,20.73027444626811
"[2.0,2.0,1.0]",6,14.333315892047393
"[6.0,2.0,2.0]",7,14.8304962525454
"[7.0,6.0,2.0]",4,15.357654539339709
"[12.0,12.0,12.0]",2,17.663648783379696
"[1.0,11.0,2.0]",2,15.330028035210573
"[3.0,1.0,7.0]",3,15.030185483385004
"[7.0,3.0,3.0]",1,15.151691470463149
"[1.0,1.0,12.0]",6,15.432689219987532
"[6.0,1.0,1.0]",1,14.604000946713448
"[1.0,1.0,6.0]",6,14.722404947058589
"[6.0,6.0,1.0]",2,15.144573915099087
"[3.0,2.0,6.0]",1,15.019919364907308
"[1.0,6.0,1.0]",8,14.67107435467011
"[1.0,9.0,1.0]",6,14.995418135701492
"[6.0,6.0,17.0]",2,17.03866530957627
"[4.0,2.0,1.0]",1,14.522715716218984
"[1.0,8.0,1.0]",6,14.887303542024364
"[3.0,2.0,4.0]",1,14.783157940597661
"[1.0,5.0,7.0]",14,15.273244033921925
"[1.0,4.0,14.0]",2,15.993794425328565
"[2.0,1.0,4.0]",7,14.580343434834736
"[6.0,7.0,2.0]",6,15.371069220931041
"[1.0,6.0,6.0]",5,15.262977915444228
"[5.0,1.0,6.0]",1,15.101204595401772
"[1.0,6.0,6.0]",6,15.262977915444228
"[6.0,6.0,1.0]",1,15.144573915099087
"[1.0,1.0,2.0]",1,14.248882098439292
"[1.0,9.0,4.0]",1,15.350560272165964
"[6.0,1.0,6.0]",6,15.195904507487569
"[12.0,12.0,6.0]",6,16.95336451045075
"[6.0,12.0,12.0]",6,17.09544931086492
"[1.0,12.0,3.0]",6,15.556523341042524
"[1.0,1.0,6.0]",6,14.722404947058589
"[12.0,4.0,6.0]",1,16.088447761033727
"[1.0,12.0,4.0]",1,15.674904053197348
"[5.0,6.0,3.0]",2,15.28663542732294
"[1.0,3.0,2.0]",6,14.465111285793549
"[2.0,3.0,1.0]",12,14.44143048572452
"[12.0,2.0,3.0]",1,15.517076437215
"[1.0,12.0,2.0]",4,15.4381426288877
"[4.0,1.0,12.0]",1,15.71678895624492
"[12.0,6.0,7.0]",6,16.42305766054281
"[1.0,3.0,4.0]",4,14.701872710103196
"[4.0,1.0,3.0]",1,14.651362546851505
"[5.0,24.0,1.0]",1,16.995936689201596
"[1.0,5.0,24.0]",6,17.28571614055393
"[7.0,6.0,1.0]",2,15.239273827184885
"[2.0,7.0,6.0]",13,15.465792421207153
"[13.0,2.0,7.0]",2,16.085299197920094
"[1.0,16.0,1.0]",14,15.752220291441388
"[1.0,7.0,14.0]",13,16.318138206359947
"[2.0,1.0,1.0]",6,14.225201298370266
"[3.0,3.0,1.0]",2,14.536130397810316
"[36.0,66.0,11.0]",16,25.656254019848888
"[33.0,73.0,4.0]",124,25.300291454247628
"[69.0,57.0,15.0]",17,28.281842624205296
"[26.0,10.0,40.0]",24,22.087878305561652
"[68.0,33.0,4.0]",15,24.290204630165366
"[15.0,68.0,33.0]",38,26.488160720807553
"[1.0,18.0,26.0]",23,18.927967282666245
"[61.0,80.0,18.0]",4,30.366021118557345
"[4.0,61.0,80.0]",57,30.25355300340063
"[75.0,36.0,20.0]",33,27.171539190274505
"[33.0,75.0,36.0]",135,29.30470343055625
"[66.0,5.0,37.0]",103,24.98015968414338
"[31.0,12.0,103.0]",24,30.2355919190988
"[24.0,31.0,12.0]",42,20.85422500827468
"[15.0,44.0,42.0]",42,24.9588368819499
"[67.0,26.0,42.0]",17,27.93716962422298
"[27.0,17.0,67.0]",12,26.135659601567593
"[25.0,12.0,27.0]",13,20.670458322817403
"[31.0,87.0,171.0]",19,46.39407487141143
"[18.0,24.0,2.0]",5,18.34541625847177
"[17.0,11.0,5.0]",6,17.20036876504778
"[60.0,6.0,17.0]",87,22.152460562209257
"[8.0,12.0,24.0]",21,18.7054176808944
"[4.0,15.0,20.0]",11,18.177438964963304
"[4.0,36.0,8.0]",5,19.027276886325104
"[5.0,4.0,36.0]",93,18.976969741077873
"[14.0,20.0,3.0]",24,17.652538947574897
"[35.0,11.0,7.0]",65,19.141728606901754
"[65.0,35.0,11.0]",20,25.050999066346
"[11.0,10.0,25.0]",13,18.891668941952354
"[17.0,25.0,68.0]",2,26.17195794228148
"[12.0,38.0,24.0]",6,21.895196764842908
"[62.0,18.0,30.0]",24,25.178184768519095
"[27.0,24.0,62.0]",6,26.300558196533366
"[68.0,6.0,27.0]",47,24.093866980443863
"[19.0,47.0,68.0]",24,28.73987882734989
"[24.0,19.0,47.0]",22,23.700174809567983
"[8.0,12.0,38.0]",25,20.362747651061934
"[6.0,5.0,25.0]",92,17.877596413137734
"[17.0,92.0,6.0]",19,26.076031565049966
"[7.0,19.0,17.0]",25,18.53885493946473
"[23.0,25.0,7.0]",21,19.518933973351995
"[46.0,21.0,23.0]",39,23.158664971093973
"[39.0,46.0,21.0]",4,24.961869004111954
"[44.0,52.0,38.0]",18,28.09652823323571
"[47.0,58.0,14.0]",17,26.188178439840087
"[18.0,79.0,26.0]",20,27.13285600242958
"[22.0,29.0,8.0]",39,19.975073148129535
"[44.0,81.0,30.0]",27,30.28480575263383
"[27.0,44.0,81.0]",25,30.712083601017582
"[25.0,27.0,44.0]",39,24.30464933460633
"[83.0,54.0,23.0]",14,30.230343309613648
"[8.0,6.0,8.0]",1,16.162638724354448
"[1.0,8.0,6.0]",8,15.479207102798485
"[1.0,2.0,8.0]",324,15.067280965045365
"[1.0,1.0,1.0]",8,14.130501386284468
"[2.0,10.0,8.0]",8,16.026897626548184
"[8.0,2.0,10.0]",8,15.966941773955584
"[1.0,2.0,8.0]",252,15.067280965045365
"[1.0,252.0,1.0]",129,41.26726439924359
"[24.0,12.0,30.0]",1,20.930900547196078
"[3.0,1.0,24.0]",24,17.04265759001701
"[1.0,12.0,24.0]",1,18.042518296293828
"[1.0,1.0,12.0]",2,15.432689219987532
"[4.0,15.0,2.0]",12,16.046586146176473
"[12.0,4.0,15.0]",3,17.153874170427144
"[24.0,2.0,1.0]",12,16.416713957934903
"[10.0,4.0,20.0]",13,17.55637790702967
"[12.0,13.0,10.0]",12,17.535001952747177
"[12.0,12.0,13.0]",12,17.78202949553452
"[4.0,24.0,24.0]",3,19.62399315667675
"[1.0,12.0,96.0]",4,26.565929571441153
"[96.0,62.0,12.0]",1,31.024171082442955
"[12.0,4.0,17.0]",98,17.390635594736793
"[12.0,3.0,4.0]",192,15.743571743046953
"[192.0,12.0,3.0]",12,33.644206549429555
"[16.0,24.0,24.0]",17,20.7603921017063
"[12.0,12.0,17.0]",1,18.255552344153816
"[24.0,9.0,9.0]",3,18.120561810913394
"[30.0,2.0,1.0]",12,16.98491343044968
"[30.0,2.0,12.0]",12,18.287101264152742
"[14.0,12.0,30.0]",48,19.983901426338118
"[12.0,12.0,48.0]",18,21.925354420953358
"[18.0,12.0,12.0]",12,18.23184825589447
"[12.0,25.0,12.0]",12,19.06913850118236
"[12.0,1.0,30.0]",4,18.60524107171812
"[4.0,12.0,1.0]",14,15.603861652990265
"[96.0,2.0,4.0]",5,23.590249764576686
"[18.0,3.0,24.0]",9,18.679385458658206
"[1.0,3.0,9.0]",12,15.293776270877316
"[13.0,12.0,1.0]",1,16.456160861762427
"[14.0,2.0,14.0]",12,17.008664095089657
"[12.0,12.0,12.0]",12,17.663648783379696
"[6.0,19.0,13.0]",18,17.97063217875964
"[12.0,1.0,18.0]",16,17.184672525860233
"[2.0,12.0,1.0]",12,15.414461828818672
"[36.0,6.0,5.0]",8,18.459094126292264
"[13.0,4.0,6.0]",1,16.183147673119525
"[1.0,1.0,13.0]",12,15.551069932142356
"[1.0,24.0,12.0]",1,17.919324874561475
"[1.0,10.0,7.0]",3,15.813817002307564
"[15.0,25.0,15.0]",12,19.70838037390422
"[3.0,24.0,12.0]",4,18.108724698733067
"[7.0,26.0,6.0]",12,17.993469261501563
"[30.0,74.0,6.0]",24,25.361067735977013
"[3.0,24.0,30.0]",6,20.239577517519898
"[14.0,12.0,30.0]",30,19.983901426338118
"[30.0,14.0,12.0]",12,19.58447638827828
"[12.0,13.0,12.0]",74,17.771763377056825
"[74.0,12.0,13.0]",4,23.65342404485387
"[12.0,18.0,36.0]",12,21.15347343715824
"[4.0,12.0,12.0]",49,16.906049486693327
"[12.0,12.0,24.0]",12,19.084217329237582
"[12.0,2.0,18.0]",24,17.29278711953736
"[3.0,24.0,24.0]",17,19.529293244590956
"[17.0,3.0,24.0]",18,18.58468554657241
"[12.0,18.0,18.0]",2,19.022620618371405
"[24.0,16.0,2.0]",2,18.04869898156952
"[2.0,24.0,16.0]",2,18.487547635266566
"[48.0,2.0,2.0]",1,18.80789256014883
"[12.0,1.0,48.0]",13,20.73609389050495
"[13.0,12.0,1.0]",12,16.456160861762427
"[24.0,5.0,1.0]",1,16.741057738966287
"[1.0,12.0,6.0]",15,15.911665477506997
"[5.0,15.0,1.0]",12,16.022905346107443
"[3.0,24.0,12.0]",12,18.108724698733067
"[1.0,12.0,2.0]",7,15.4381426288877
"[96.0,6.0,16.0]",6,25.443276685143083
"[6.0,96.0,6.0]",1,25.466790906814726
"[12.0,12.0,1.0]",2,16.361460949676633
"[2.0,12.0,12.0]",16,16.716649662521736
"[3.0,1.0,62.0]",2,21.541124651900322
"[12.0,12.0,12.0]",12,17.663648783379696
"[12.0,1.0,1.0]",12,15.172200419228224
"[12.0,60.0,12.0]",1,22.85314927988184
"[12.0,12.0,12.0]",12,17.663648783379696
"[1.0,12.0,12.0]",12,16.621949750435938
"[12.0,12.0,1.0]",192,16.361460949676633
"[192.0,12.0,12.0]",12,34.709632958822965
"[2.0,12.0,192.0]",24,38.02517785039005
"[12.0,24.0,2.0]",144,17.77721678595699
"[12.0,1.0,12.0]",3,16.474388252931288
"[1.0,13.0,13.0]",12,16.84844505626789
"[8.0,12.0,24.0]",12,18.7054176808944
"[3.0,6.0,12.0]",36,16.162662012544764
"[36.0,3.0,6.0]",39,18.253131057415704
"[24.0,12.0,1.0]",2,17.497859894706185
"[53.0,12.0,24.0]",1,22.966913724755216
"[1.0,53.0,12.0]",2,21.05464809119819
"[3.0,2.0,1.0]",1,14.428015804133189
"[16.0,111.0,29.0]",113,30.758265312390556
"[13.0,1.0,113.0]",2,28.525540092654303
"[13.0,43.0,18.0]",13,21.820185372385403
"[13.0,1.0,26.0]",4,18.22641813518462
"[15.0,4.0,13.0]",21,17.201212482374885
"[2.0,6.0,4.0]",1,15.120916403220377
"[1.0,4.0,2.0]",50,14.573225879470677
"[2.0,1.0,4.0]",1,14.580343434834736
"[6.0,1.0,2.0]",24,14.722381658868272
"[5.0,2.0,4.0]",2,14.972557764769252
"[24.0,1.0,2.0]",3,16.4269800764126
"[3.0,24.0,1.0]",1,16.806536865030004
"[6.0,1.0,1.0]",1,14.604000946713448
"[2.0,4.0,7.0]",2,15.259829352330593
"[14.0,2.0,2.0]",2,15.588095549231769
"[1.0,2.0,2.0]",1,14.356996692116422
"[2.0,1.0,1.0]",2,14.225201298370266
"[1.0,25.0,2.0]",2,16.843632346690363
"[12.0,1.0,1.0]",1,15.172200419228224
"[31.0,156.0,43.0]",117,38.70125067931579
"[52.0,117.0,31.0]",48,35.05291113385162
"[37.0,18.0,46.0]",197,24.70477836085138
"[197.0,37.0,18.0]",42,38.59628163410909
"[20.0,45.0,21.0]",87,23.0544560808047
"[87.0,20.0,45.0]",86,29.537622440340606
"[3.0,55.0,117.0]",13,33.89025187898055
"[28.0,14.0,47.0]",38,23.538401489525526
"[10.0,1.0,42.0]",15,19.836409793404414
"[86.0,124.0,105.0]",103,47.789682999965564
"[48.0,103.0,86.0]",65,39.67144634254397
"[36.0,65.0,48.0]",45,29.928225775900245
"[66.0,3.0,4.0]",1,20.857366995679936
"[1.0,1.0,66.0]",5,21.825247676348027
"[350.0,8.0,30.0]",29,51.370613512457055
"[208.0,29.0,350.0]",95,78.07546035303737
"[89.0,101.0,95.0]",148,44.403339960100766
"[24.0,801.0,123.0]",20,117.24272118884868
"[20.0,24.0,801.0]",45,113.1210050943477
"[78.0,45.0,20.0]",106,28.428670269626046
"[106.0,78.0,45.0]",94,37.60756720324416
"[99.0,98.0,94.0]",64,44.907614587772514
"[68.0,57.0,74.0]",26,35.17160472925411
"[6.0,2.0,80.0]",8,24.06419180062167
"[6.0,254.0,8.0]",26,42.7856581321106
"[82.0,149.0,31.0]",15,41.353575494093604
"[23.0,77.0,31.0]",98,27.982029936278426
"[98.0,23.0,77.0]",7,34.69184804327011
"[7.0,98.0,23.0]",19,27.790192112886785
"[39.0,12.0,2.0]",103,19.03673928814795
"[10.0,13.0,56.0]",12,22.791114887697486
"[36.0,27.0,2.0]",31,20.374358457047478
"[77.0,52.0,141.0]",14,43.414838684013844
"[3.0,14.0,77.0]",5,24.722325052025347
"[39.0,18.0,64.0]",13,27.0250310038098
"[27.0,29.0,53.0]",154,25.775704755525595
"[24.0,13.0,6.0]",6,18.19787804915743
"[6.0,24.0,13.0]",1,18.51120514714528
"[1.0,6.0,24.0]",26,17.39383073423106
"[26.0,1.0,6.0]",30,17.08990274920349
"[72.0,17.0,162.0]",17,41.643323300136686
"[61.0,17.0,72.0]",59,29.947360173258776
"[59.0,61.0,17.0]",28,28.004063302365495
"[146.0,28.0,59.0]",36,37.64716397298713
"[15.0,62.0,36.0]",696,26.194615295209257
"[696.0,15.0,62.0]",147,88.68176803883672
"[91.0,86.0,147.0]",53,49.126817911166285
"[44.0,80.0,6.0]",31,27.335554067240924
"[31.0,44.0,80.0]",119,30.972502537205944
"[34.0,48.0,17.0]",89,24.231075782417932
"[89.0,34.0,48.0]",54,31.59576871245646
"[8.0,26.0,19.0]",655,19.62711843160007
"[655.0,8.0,26.0]",40,79.78056385000552
"[45.0,40.0,655.0]",34,99.93475242072235
"[44.0,33.0,35.0]",17,25.687208816905805
"[73.0,17.0,44.0]",25,27.769099177953258
"[7.0,98.0,25.0]",30,28.026953537196434
"[27.0,26.0,1.0]",34,19.295563942443362
"[34.0,27.0,26.0]",24,23.026095724591663
"[10.0,6.0,12.0]",36,16.825561397145336
"[3.0,22.0,36.0]",1,20.733632603094588
"[33.0,1.0,3.0]",16,17.397659997339588
"[32.0,14.0,39.0]",66,22.970155440630116
"[10.0,24.0,39.0]",70,21.967903311513886
"[4.0,8.0,3.0]",28,15.4081647025914
"[6.0,66.0,73.0]",17,30.15486081087409
"[15.0,17.0,6.0]",1,17.77803721509378
"[12.0,8.0,12.0]",1,17.231190408671182
"[1.0,12.0,8.0]",2,16.148426901816645
"[61.0,50.0,128.0]",41,40.144461645274134
"[41.0,61.0,50.0]",47,30.20602838593036
"[47.0,41.0,61.0]",22,29.91412381860564
"[447.0,22.0,47.0]",20,64.08258140289107
"[68.0,52.0,54.0]",21,32.263417517772
"[28.0,37.0,21.0]",6,22.947138628074047
"[18.0,8.0,22.0]",20,18.9831970027342
"[1.0,6.0,8.0]",14,15.499739339753877
